TANGGAL,UNIT PEMBANGKIT,JAM NYALA,JENIS BAHAN BAKAR,"KAPASITAS STORAGE TANK
 (L)","PERSEDIAAN AWAL 
(L)",PEMAKAIAN (L),PENERIMAAN (L),PERSEDIAAN AKHIR (L),UMUR OPERASI,RENCANA PENERIMAAN (L)
21-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
21-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
22-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
22-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
22-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
22-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
22-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
22-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
22-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
23-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
23-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
23-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
23-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
23-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
23-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
23-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
24-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
24-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
24-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
24-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
24-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
24-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
24-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
25-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
25-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
25-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
25-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
25-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
25-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
25-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
26-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
26-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
26-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
26-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
26-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
26-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
26-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
27-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
27-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
27-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
27-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
27-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
27-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
27-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
28-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
28-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
28-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
28-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
28-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
28-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
28-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
29-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
29-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
29-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
29-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
29-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
29-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
29-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
30-06-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
30-06-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
30-06-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
30-06-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
30-06-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
30-06-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
30-06-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
01-07-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
01-07-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
01-07-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
01-07-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
01-07-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
01-07-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
01-07-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
02-07-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
02-07-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
02-07-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
02-07-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
02-07-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
02-07-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
02-07-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
03-07-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
03-07-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
03-07-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
03-07-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
03-07-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
03-07-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
03-07-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
04-07-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
04-07-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
04-07-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
04-07-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
04-07-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
04-07-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
04-07-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
05-07-2021,PLTD KRAYAN,24,B30,12000,,,,0,,
05-07-2021,PLTD SEI MENGGARIS,24,B30,40000,,,,0,,
05-07-2021,PLTD LONG LAYU,12,B30,10000,,,,0,,
05-07-2021,PLTD PAUPAN,12,B30,8000,,,,0,,
05-07-2021,PLTD SEKATAK BUJI,24,B30,30000,,,,0,,
05-07-2021,PLTD LONG PESO,24,B30,70000,,,,0,,
05-07-2021,PLTD TANAH MERAH,24,B30,10000,,,,0,10,
06-07-2021,PLTD KRAYAN,24,B30,12000,6000,1400,0,4600,3.285714286,
06-07-2021,PLTD SEI MENGGARIS,24,B30,40000,37070,960,0,36110,37.61458333,
06-07-2021,PLTD LONG LAYU,12,B30,10000,230,120,0,110,0.916666667,
06-07-2021,PLTD PAUPAN,12,B30,8000,635,80,0,555,6.9375,
06-07-2021,PLTD SEKATAK BUJI,24,B30,30000,35539,9539,0,26000,2.725652584,
06-07-2021,PLTD LONG PESO,24,B30,70000,46149,740,0,45409,61.36351351,
06-07-2021,PLTD TANAH MERAH,24,B30,10000,4944,1200,,3744,10,
07-07-2021,PLTD KRAYAN,24,B30,12000,4600,1500,0,3100,2.066666667,
07-07-2021,PLTD SEI MENGGARIS,24,B30,40000,36110,910,0,35200,38.68131868,
07-07-2021,PLTD LONG LAYU,12,B30,10000,110,120,0,-10,-0.083333333,
07-07-2021,PLTD PAUPAN,12,B30,8000,555,80,0,475,5.9375,
07-07-2021,PLTD SEKATAK BUJI,24,B30,30000,26000,1911,0,24089,12.60544218,
07-07-2021,PLTD LONG PESO,24,B30,70000,45409,760,0,44649,58.74868421,
07-07-2021,PLTD TANAH MERAH,24,B30,10000,3744,1200,0,2544,10,
08-07-2021,PLTD KRAYAN,24,B30,12000,3100,1500,0,1600,1.066666667,
08-07-2021,PLTD SEI MENGGARIS,24,B30,40000,35200,930,0,34270,36.84946237,
08-07-2021,PLTD LONG LAYU,12,B30,10000,-10,0,0,-10,,
08-07-2021,PLTD PAUPAN,12,B30,8000,475,80,0,395,4.9375,
08-07-2021,PLTD SEKATAK BUJI,24,B30,30000,24089,2091,0,21998,10.5203252,
08-07-2021,PLTD LONG PESO,24,B30,70000,44649,760,0,43889,57.74868421,
08-07-2021,PLTD TANAH MERAH,24,B30,10000,2544,1143,0,1401,10,
09-07-2021,PLTD KRAYAN,24,B30,12000,1600,1500,0,100,0.066666667,
09-07-2021,PLTD SEI MENGGARIS,24,B30,40000,34270,910,0,33360,36.65934066,
09-07-2021,PLTD LONG LAYU,12,B30,10000,-10,0,0,-10,,
09-07-2021,PLTD PAUPAN,12,B30,8000,395,80,0,315,3.9375,
09-07-2021,PLTD SEKATAK BUJI,24,B30,30000,21998,1897,0,20101,10.59620453,
09-07-2021,PLTD LONG PESO,24,B30,70000,43889,750,0,43139,57.51866667,
09-07-2021,PLTD TANAH MERAH,24,B30,10000,1401,1125,0,276,10,
10-07-2021,PLTD KRAYAN,24,B30,12000,100,1500,1400,0,0,
10-07-2021,PLTD SEI MENGGARIS,24,B30,40000,33360,920,0,32440,35.26086957,
10-07-2021,PLTD LONG LAYU,12,B30,10000,-10,0,0,-10,,
10-07-2021,PLTD PAUPAN,12,B30,8000,315,120,0,195,1.625,
10-07-2021,PLTD SEKATAK BUJI,24,B30,30000,20101,1717,0,18384,10.70704718,
10-07-2021,PLTD LONG PESO,24,B30,70000,43139,760,0,42379,55.76184211,
10-07-2021,PLTD TANAH MERAH,24,B30,10000,276,1140,9897,9033,7.923684211,
11-07-2021,PLTD KRAYAN,24,B30,12000,0,1400,2200,800,0.571428571,
11-07-2021,PLTD SEI MENGGARIS,24,B30,40000,32440,920,0,31520,34.26086957,
11-07-2021,PLTD LONG LAYU,12,B30,10000,-10,100,800,690,6.9,
11-07-2021,PLTD PAUPAN,12,B30,8000,195,75,0,120,1.6,
11-07-2021,PLTD SEKATAK BUJI,24,B30,30000,18384,2011,19818,36191,17.99651914,
11-07-2021,PLTD LONG PESO,24,B30,70000,42379,750,0,41629,55.50533333,
11-07-2021,PLTD TANAH MERAH,24,B30,10000,9033,1135,0,7898,10,
12-07-2021,PLTD KRAYAN,24,B30,12000,800,1400,2600,2000,1.428571429,
12-07-2021,PLTD SEI MENGGARIS,24,B30,40000,31520,900,0,30620,34.02222222,
12-07-2021,PLTD LONG LAYU,12,B30,10000,690,90,0,600,6.666666667,
12-07-2021,PLTD PAUPAN,12,B30,8000,120,75,0,45,0.6,
12-07-2021,PLTD SEKATAK BUJI,24,B30,30000,36191,2082,0,34109,16.382805,
12-07-2021,PLTD LONG PESO,24,B30,70000,41629,750,0,40879,54.50533333,
12-07-2021,PLTD TANAH MERAH,24,B30,10000,7898,1070,0,6828,10,
13-07-2021,PLTD KRAYAN,24,B30,12000,2000,1500,1200,1700,1.133333333,
13-07-2021,PLTD SEI MENGGARIS,24,B30,40000,30620,930,0,29690,31.92473118,
13-07-2021,PLTD LONG LAYU,12,B30,10000,600,90,0,510,5.666666667,
13-07-2021,PLTD PAUPAN,12,B30,8000,45,45,0,0,0,
13-07-2021,PLTD SEKATAK BUJI,24,B30,30000,34109,1993,0,32116,16.1144004,
13-07-2021,PLTD LONG PESO,24,B30,70000,40879,730,0,40149,54.99863014,
13-07-2021,PLTD TANAH MERAH,24,B30,10000,6828,1070,0,5758,10,
14-07-2021,PLTD KRAYAN,24,B30,12000,1700,1500,1400,1600,1.066666667,
14-07-2021,PLTD SEI MENGGARIS,24,B30,40000,29690,890,0,28800,32.35955056,
14-07-2021,PLTD LONG LAYU,12,B30,10000,510,100,0,410,4.1,
14-07-2021,PLTD PAUPAN,12,B30,8000,0,0,0,0,,
14-07-2021,PLTD SEKATAK BUJI,24,B30,30000,32116,1907,0,30209,15.84111169,
14-07-2021,PLTD LONG PESO,24,B30,70000,40149,750,0,39399,52.532,
14-07-2021,PLTD TANAH MERAH,24,B30,10000,5758,1200,,4558,10,
15-07-2021,PLTD KRAYAN,24,B30,12000,1600,1500,2600,2700,1.8,
15-07-2021,PLTD SEI MENGGARIS,24,B30,40000,28800,910,0,27890,30.64835165,
15-07-2021,PLTD LONG LAYU,12,B30,10000,410,100,0,310,3.1,
15-07-2021,PLTD PAUPAN,12,B30,8000,0,40,40,0,0,
15-07-2021,PLTD SEKATAK BUJI,24,B30,30000,30209,2031,0,28178,13.87395372,
15-07-2021,PLTD LONG PESO,24,B30,70000,39399,740,0,38659,52.24189189,
15-07-2021,PLTD TANAH MERAH,24,B30,10000,4558,1275,0,3283,10,
16-07-2021,PLTD KRAYAN,24,B30,12000,2700,1400,0,1300,0.928571429,
16-07-2021,PLTD SEI MENGGARIS,24,B30,40000,27890,900,0,26990,29.98888889,
16-07-2021,PLTD LONG LAYU,12,B30,10000,310,100,0,210,2.1,
16-07-2021,PLTD PAUPAN,12,B30,8000,0,45,45,0,0,
16-07-2021,PLTD SEKATAK BUJI,24,B30,30000,28178,1995,0,26183,13.12431078,
16-07-2021,PLTD LONG PESO,24,B30,70000,38659,760,0,37899,49.86710526,
16-07-2021,PLTD TANAH MERAH,24,B30,10000,3283,1093,9873,12063,10,
17-07-2021,PLTD KRAYAN,24,B30,12000,1300,1400,1400,1300,0.928571429,
17-07-2021,PLTD SEI MENGGARIS,24,B30,40000,26990,920,0,26070,28.33695652,
17-07-2021,PLTD LONG LAYU,12,B30,10000,210,100,0,110,1.1,
17-07-2021,PLTD PAUPAN,12,B30,8000,0,55,55,0,0,
17-07-2021,PLTD SEKATAK BUJI,24,B30,30000,26183,1909,0,24274,12.71555788,
17-07-2021,PLTD LONG PESO,24,B30,70000,37899,740,0,37159,50.21486486,
17-07-2021,PLTD TANAH MERAH,24,B30,10000,12063,1164,0,10899,10,
18-07-2021,PLTD KRAYAN,24,B30,12000,1300,1500,1400,1200,0.8,
18-07-2021,PLTD SEI MENGGARIS,24,B30,40000,26070,900,0,25170,27.96666667,
18-07-2021,PLTD LONG LAYU,12,B30,10000,110,100,110,120,1.2,
18-07-2021,PLTD PAUPAN,12,B30,8000,0,55,55,0,0,
18-07-2021,PLTD SEKATAK BUJI,24,B30,30000,24274,1839,0,22435,12.19956498,
18-07-2021,PLTD LONG PESO,24,B30,70000,37159,750,0,36409,48.54533333,
18-07-2021,PLTD TANAH MERAH,24,B30,10000,10899,1135,0,9764,10,
19-07-2021,PLTD KRAYAN,24,B30,12000,1200,1200,0,0,0,
19-07-2021,PLTD SEI MENGGARIS,24,B30,40000,25170,930,0,24240,26.06451613,
19-07-2021,PLTD LONG LAYU,12,B30,10000,120,100,0,20,0.2,
19-07-2021,PLTD PAUPAN,12,B30,8000,0,45,45,0,0,
19-07-2021,PLTD SEKATAK BUJI,24,B30,30000,22435,1992,0,20443,10.2625502,
19-07-2021,PLTD LONG PESO,24,B30,70000,36409,750,0,35659,47.54533333,
19-07-2021,PLTD TANAH MERAH,24,B30,10000,9764,764,0,9000,10,
20-07-2021,PLTD KRAYAN,24,B30,12000,0,1400,2400,1000,0.714285714,
20-07-2021,PLTD SEI MENGGARIS,24,B30,40000,24240,910,0,23330,25.63736264,
20-07-2021,PLTD LONG LAYU,12,B30,10000,20,60,40,0,0,
20-07-2021,PLTD PAUPAN,12,B30,8000,0,55,55,0,0,
20-07-2021,PLTD SEKATAK BUJI,24,B30,30000,20443,2095,0,18348,8.757995227,
20-07-2021,PLTD LONG PESO,24,B30,70000,35659,760,0,34899,45.91973684,
20-07-2021,PLTD TANAH MERAH,24,B30,10000,9000,1080,0,7920,10,
21-07-2021,PLTD KRAYAN,24,B30,12000,1000,1500,1400,900,0.6,
21-07-2021,PLTD SEI MENGGARIS,24,B30,40000,23330,900,0,22430,24.92222222,
21-07-2021,PLTD LONG LAYU,12,B30,10000,0,65,65,0,0,
21-07-2021,PLTD PAUPAN,12,B30,8000,0,50,50,0,0,
21-07-2021,PLTD SEKATAK BUJI,24,B30,30000,18348,2073,0,16275,7.850940666,
21-07-2021,PLTD LONG PESO,24,B30,70000,34899,760,0,34139,44.91973684,
21-07-2021,PLTD TANAH MERAH,24,B30,10000,7920,1261,0,6659,10,
22-07-2021,PLTD KRAYAN,24,B30,12000,900,1500,2800,2200,1.466666667,
22-07-2021,PLTD SEI MENGGARIS,24,B30,40000,22430,920,0,21510,23.38043478,
22-07-2021,PLTD LONG LAYU,12,B30,10000,0,55,55,0,0,
22-07-2021,PLTD PAUPAN,12,B30,8000,0,45,45,0,0,
22-07-2021,PLTD SEKATAK BUJI,24,B30,30000,16275,1844,0,14431,7.825921909,
22-07-2021,PLTD LONG PESO,24,B30,70000,34139,750,0,33389,44.51866667,
22-07-2021,PLTD TANAH MERAH,24,B30,10000,6659,1074,0,5585,10,
23-07-2021,PLTD KRAYAN,24,B30,12000,2200,1500,0,700,0.466666667,
23-07-2021,PLTD SEI MENGGARIS,24,B30,40000,21510,930,0,20580,22.12903226,
23-07-2021,PLTD LONG LAYU,12,B30,10000,0,55,55,0,0,
23-07-2021,PLTD PAUPAN,12,B30,8000,0,50,50,0,0,
23-07-2021,PLTD SEKATAK BUJI,24,B30,30000,14431,2017,0,12414,6.154685176,
23-07-2021,PLTD LONG PESO,24,B30,70000,33389,740,0,32649,44.12027027,
23-07-2021,PLTD TANAH MERAH,24,B30,10000,5585,1095,0,4490,10,
24-07-2021,PLTD KRAYAN,24,B30,12000,700,1500,2800,2000,1.333333333,
24-07-2021,PLTD SEI MENGGARIS,24,B30,40000,20580,900,9857,29537,32.81888889,
24-07-2021,PLTD LONG LAYU,12,B30,10000,0,55,55,0,0,
24-07-2021,PLTD PAUPAN,12,B30,8000,0,50,50,0,0,
24-07-2021,PLTD SEKATAK BUJI,24,B30,30000,12414,2099,9293,19608,9.341591234,
24-07-2021,PLTD LONG PESO,24,B30,70000,32649,750,0,31899,42.532,
24-07-2021,PLTD TANAH MERAH,24,B30,10000,4490,550,9864,13804,10,
25-07-2021,PLTD KRAYAN,24,B30,12000,2000,1300,1200,1900,1.461538462,
25-07-2021,PLTD SEI MENGGARIS,24,B30,40000,29537,940,,28597,30.42234043,
25-07-2021,PLTD LONG LAYU,12,B30,10000,0,60,60,0,0,
25-07-2021,PLTD PAUPAN,12,B30,8000,0,55,55,0,0,
25-07-2021,PLTD SEKATAK BUJI,24,B30,30000,19608,2500,,17108,6.8432,
25-07-2021,PLTD LONG PESO,24,B30,70000,31899,740,0,31159,42.10675676,
25-07-2021,PLTD TANAH MERAH,24,B30,10000,13804,540,,13264,10,
26-07-2021,PLTD KRAYAN,24,B30,12000,1900,1800,3000,3100,1.722222222,
26-07-2021,PLTD SEI MENGGARIS,24,B30,40000,28597,930,,27667,29.74946237,
26-07-2021,PLTD LONG LAYU,12,B30,10000,0,120,1000,880,7.333333333,
26-07-2021,PLTD PAUPAN,12,B30,8000,0,80,1000,920,11.5,
26-07-2021,PLTD SEKATAK BUJI,24,B30,30000,17108,2500,20093,34701,13.8804,
26-07-2021,PLTD LONG PESO,24,B30,70000,31159,760,0,30399,39.99868421,
26-07-2021,PLTD TANAH MERAH,24,B30,10000,13264,800,,12464,10,
27-07-2021,PLTD KRAYAN,24,B30,12000,3100,1800,,1300,0.722222222,
27-07-2021,PLTD SEI MENGGARIS,24,B30,40000,27667,930,,26737,28.74946237,
27-07-2021,PLTD LONG LAYU,12,B30,10000,880,120,,760,6.333333333,
27-07-2021,PLTD PAUPAN,12,B30,8000,920,80,,840,10.5,
27-07-2021,PLTD SEKATAK BUJI,24,B30,30000,34701,2500,,32201,12.8804,
27-07-2021,PLTD LONG PESO,24,B30,70000,30399,760,,29639,38.99868421,
27-07-2021,PLTD TANAH MERAH,24,B30,10000,12464,850,,11614,10,
28-07-2021,PLTD KRAYAN,24,B30,12000,1300,1800,2400,1900,1.055555556,
28-07-2021,PLTD SEI MENGGARIS,24,B30,40000,26737,930,,25807,27.74946237,
28-07-2021,PLTD LONG LAYU,12,B30,10000,760,120,,640,5.333333333,
28-07-2021,PLTD PAUPAN,12,B30,8000,840,80,,760,9.5,
28-07-2021,PLTD SEKATAK BUJI,24,B30,30000,32201,2100,,30101,14.33380952,
28-07-2021,PLTD LONG PESO,24,B30,70000,29639,770,,28869,37.49220779,
28-07-2021,PLTD TANAH MERAH,24,B30,10000,11614,850,,10764,10,
29-07-2021,PLTD KRAYAN,24,B30,12000,1900,1800,2800,2900,1.611111111,
29-07-2021,PLTD SEI MENGGARIS,24,B30,40000,25807,930,,24877,26.74946237,
29-07-2021,PLTD LONG LAYU,12,B30,10000,640,120,,520,4.333333333,
29-07-2021,PLTD PAUPAN,12,B30,8000,760,80,,680,8.5,
29-07-2021,PLTD SEKATAK BUJI,24,B30,30000,30101,2500,,27601,11.0404,
29-07-2021,PLTD LONG PESO,24,B30,70000,28869,760,,28109,36.98552632,
29-07-2021,PLTD TANAH MERAH,24,B30,10000,10764,850,,9914,10,
30-07-2021,PLTD KRAYAN,24,B30,12000,2900,1800,2400,3500,1.944444444,
30-07-2021,PLTD SEI MENGGARIS,24,B30,40000,24877,930,,23947,25.74946237,
30-07-2021,PLTD LONG LAYU,12,B30,10000,520,120,,400,3.333333333,
30-07-2021,PLTD PAUPAN,12,B30,8000,680,80,,600,7.5,
30-07-2021,PLTD SEKATAK BUJI,24,B30,30000,27601,2500,,25101,10.0404,
30-07-2021,PLTD LONG PESO,24,B30,70000,28109,760,,27349,35.98552632,
30-07-2021,PLTD TANAH MERAH,24,B30,10000,9914,900,,9014,10,
31-07-2021,PLTD KRAYAN,24,B30,12000,3500,1800,,1700,0.944444444,
31-07-2021,PLTD SEI MENGGARIS,24,B30,40000,23947,930,,23017,24.74946237,
31-07-2021,PLTD LONG LAYU,12,B30,10000,400,120,,280,2.333333333,
31-07-2021,PLTD PAUPAN,12,B30,8000,600,80,,520,6.5,
31-07-2021,PLTD SEKATAK BUJI,24,B30,30000,25101,2700,,22401,8.296666667,
31-07-2021,PLTD LONG PESO,24,B30,70000,27349,750,,26599,35.46533333,
31-07-2021,PLTD TANAH MERAH,24,B30,10000,9014,1000,,8014,8.014,
01-08-2021,PLTD KRAYAN,24,B30,12000,3500,1500,,2000,1.333333333,
01-08-2021,PLTD SEI MENGGARIS,24,B30,40000,25470,910,,24560,26.98901099,
01-08-2021,PLTD LONG LAYU,12,B30,10000,890,110,,780,7.090909091,
01-08-2021,PLTD PAUPAN,12,B30,8000,1230,90,,1140,12.66666667,
01-08-2021,PLTD SEKATAK BUJI,24,B30,30000,31700,3050,,28650,9.393442623,
01-08-2021,PLTD LONG PESO,24,B30,70000,56365,750,,55615,74.15333333,
01-08-2021,PLTD TANAH MERAH,24,B30,10000,6630,510,,6120,10,
02-08-2021,PLTD KRAYAN,24,B30,12000,2000,1500,,500,0.333333333,
02-08-2021,PLTD SEI MENGGARIS,24,B30,40000,24560,910,,23650,25.98901099,
02-08-2021,PLTD LONG LAYU,12,B30,10000,780,110,,670,6.090909091,
02-08-2021,PLTD PAUPAN,12,B30,8000,1140,90,,1050,11.66666667,
02-08-2021,PLTD SEKATAK BUJI,24,B30,30000,28650,3050,,25600,8.393442623,
02-08-2021,PLTD LONG PESO,24,B30,70000,55615,750,,54865,73.15333333,
02-08-2021,PLTD TANAH MERAH,24,B30,10000,6120,510,,5610,10,
03-08-2021,PLTD KRAYAN,24,B30,12000,500,1500,2000,1000,0.666666667,
03-08-2021,PLTD SEI MENGGARIS,24,B30,40000,23650,910,,22740,24.98901099,
03-08-2021,PLTD LONG LAYU,12,B30,10000,670,110,,560,5.090909091,
03-08-2021,PLTD PAUPAN,12,B30,8000,1050,90,,960,10.66666667,
03-08-2021,PLTD SEKATAK BUJI,24,B30,30000,25600,3050,,22550,7.393442623,
03-08-2021,PLTD LONG PESO,24,B30,70000,54865,750,,54115,72.15333333,
03-08-2021,PLTD TANAH MERAH,24,B30,10000,5610,510,,5100,10,
04-08-2021,PLTD KRAYAN,24,B30,12000,1000,1500,2000,1500,1,
04-08-2021,PLTD SEI MENGGARIS,24,B30,40000,22740,910,,21830,23.98901099,
04-08-2021,PLTD LONG LAYU,12,B30,10000,560,110,,450,4.090909091,
04-08-2021,PLTD PAUPAN,12,B30,8000,960,90,,870,9.666666667,
04-08-2021,PLTD SEKATAK BUJI,24,B30,30000,22550,3050,,19500,6.393442623,
04-08-2021,PLTD LONG PESO,24,B30,70000,54115,750,,53365,71.15333333,
04-08-2021,PLTD TANAH MERAH,24,B30,10000,5100,510,,4590,10,
05-08-2021,PLTD KRAYAN,24,B30,12000,1000,1500,2000,1500,1,
05-08-2021,PLTD SEI MENGGARIS,24,B30,40000,21830,910,,20920,22.98901099,
05-08-2021,PLTD LONG LAYU,12,B30,10000,450,110,,340,3.090909091,
05-08-2021,PLTD PAUPAN,12,B30,8000,870,90,,780,8.666666667,
05-08-2021,PLTD SEKATAK BUJI,24,B30,30000,19500,3050,,16450,5.393442623,
05-08-2021,PLTD LONG PESO,24,B30,70000,53365,750,,52615,70.15333333,
05-08-2021,PLTD TANAH MERAH,24,B30,10000,4590,510,,4080,10,
06-08-2021,PLTD KRAYAN,24,B30,12000,1500,1500,2000,2000,1.333333333,
06-08-2021,PLTD SEI MENGGARIS,24,B30,40000,20920,910,,20010,21.98901099,
06-08-2021,PLTD LONG LAYU,12,B30,10000,340,110,,230,2.090909091,
06-08-2021,PLTD PAUPAN,12,B30,8000,780,90,,690,7.666666667,
06-08-2021,PLTD SEKATAK BUJI,24,B30,30000,16450,3050,,13400,4.393442623,
06-08-2021,PLTD LONG PESO,24,B30,70000,52615,750,,51865,69.15333333,
06-08-2021,PLTD TANAH MERAH,24,B30,10000,4080,510,,3570,10,
07-08-2021,PLTD KRAYAN,24,B30,12000,2000,1500,3500,4000,2.666666667,
07-08-2021,PLTD SEI MENGGARIS,24,B30,40000,20010,910,,19100,20.98901099,
07-08-2021,PLTD LONG LAYU,12,B30,10000,230,110,,120,1.090909091,
07-08-2021,PLTD PAUPAN,12,B30,8000,690,90,,600,6.666666667,
07-08-2021,PLTD SEKATAK BUJI,24,B30,30000,13400,3050,,10350,3.393442623,
07-08-2021,PLTD LONG PESO,24,B30,70000,51865,750,,51115,68.15333333,
07-08-2021,PLTD TANAH MERAH,24,B30,10000,3570,510,,3060,10,
08-08-2021,PLTD KRAYAN,24,B30,12000,4000,1500,3500,6000,4,
08-08-2021,PLTD SEI MENGGARIS,24,B30,40000,19100,910,,18190,19.98901099,
08-08-2021,PLTD LONG LAYU,12,B30,10000,120,110,1100,1110,10.09090909,
08-08-2021,PLTD PAUPAN,12,B30,8000,600,90,900,1410,15.66666667,
08-08-2021,PLTD SEKATAK BUJI,24,B30,30000,10350,3050,,7300,2.393442623,
08-08-2021,PLTD LONG PESO,24,B30,70000,51115,750,,50365,67.15333333,
08-08-2021,PLTD TANAH MERAH,24,B30,10000,3060,510,,2550,10,
09-08-2021,PLTD KRAYAN,24,B30,12000,6000,1500,,4500,3,
09-08-2021,PLTD SEI MENGGARIS,24,B30,40000,18190,910,,17280,18.98901099,
09-08-2021,PLTD LONG LAYU,12,B30,10000,1110,110,,1000,9.090909091,
